Articulo,Nombre,Bulto,Sabores,Imagen,Estado,Rubro
1540,PREMEZCLA PARA PANIFICADOS SIN TACC X5 KG - GLUTAL,1 unidad,,https://drive.google.com/file/d/1EUOyd7zoogcfYInwtJx7TuNXGgfZP3z9/view,✅ en precios,PRODUCTOS SIN TACC
2221,PROPOLEO LIQUIDO X100 ML - EL NATURALISTA,,,https://drive.google.com/file/d/1_Y9tRfuTxV0SH6V-mCLQc_H47GIzLcIf/view,✅ en precios,SUPLEMENTOS
2085,PROPOLEO LIQUIDO X30 ML - EL NATURALISTA,,,https://drive.google.com/file/d/18LafPl_NSGjvQHQuVAvmmSlVx10E03Gv/view,✅ en precios,SUPLEMENTOS
1866,PROTEINA AISALDA DE SUERO,1 kg,,https://drive.google.com/file/d/1mkHwF-SGOcpl2meF3u4W6mGAGEiM3d7k/view,✅ en precios,SUPLEMENTOS
1545,PROVENZAL,1 kg,,https://drive.google.com/file/d/17w5cGRIkWOcIpmnEdmKbSDOrHGxvfLGp/view,✅ en precios,ESPECIAS
2420,PSYLLIUM MOLIDO,1 kg,,https://drive.google.com/file/d/1AIhso6Z-IePh_Kmsd43ueWbMnAKpgKDG/view,✅ en precios,INFUSIONES Y HIERBAS
2413,PSYLLIUM SEMILLA,1 kg,,https://drive.google.com/file/d/1u9qOS3GDbtdUIKydP8QlcVUcyd_8ah66/view,✅ en precios,SEMILLAS
1549,QUINOA INFLADA,1 kg,,https://drive.google.com/file/d/1qMBmu67kSyesq1C7FxsBaowJl7dUlj1m/view,✅ en precios,CEREALES
1551,QUINOA NACIONAL,1 kg,,https://drive.google.com/file/d/1xbAfHO6CojfLyNemnawXyxFYcfRzikWE/view,✅ en precios,SEMILLAS
1553,REBOZADOR SIN GLUTEN X500 GR - GLUTAL,30 unidades,,https://drive.google.com/file/d/1yReT-Turkk1tY0nHBeuvtKI0k9MbldWe/view,✅ en precios,PRODUCTOS SIN TACC
2168,REDUCTOR  X10 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/12YoRropKuis3u99GklU7H7xDfeiXtbfr/view,✅ en precios,SUPLEMENTOS
2212,RESVERATROL X30 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/1mj8CgaMA7ha8Jb3qESVj3K5loT7Uw2qJ/view,✅ en precios,SUPLEMENTOS
1555,ROMERO EN HOJAS,1 kg,,https://drive.google.com/file/d/1vWdRDWMaE8T2WSpKKShPlQdpYaPO0cWU/view,✅ en precios,ESPECIAS
2093,ROSA MOSQUETA,1 kg,,https://drive.google.com/file/d/18OKK-WOOndNz7Sp84C1DEdlvgKkXkL43/view,✅ en precios,INFUSIONES Y HIERBAS
1557,SAL DEL HIMALAYA FINA,1 kg,,https://drive.google.com/file/d/1U5PFIgWHbY67ysXa_lu9whBjqAT9YNRE/view,✅ en precios,ESPECIAS
1558,SAL DEL HIMALAYA GRUESA,10 kg,,https://drive.google.com/file/d/1vsKmt8U8fR6oF5KFcBFk_AxxLbc_ePAK/view,✅ en precios,ESPECIAS
1561,SAL MARINA FINA X500 GR - MACROZEN,10 unidades,,https://drive.google.com/file/d/1JW_l3VBVspy2lhVkPC9xuo1uDcrTRCEI/view,✅ en precios,ESPECIAS
1562,SAL MARINA GRUESA X500 GR - MACROZEN,10 unidades,,https://drive.google.com/file/d/13lLlZwl1jv7l5nCO7mFIrtPptQB-uJGa/view,✅ en precios,ESPECIAS
1687,SALSA AJI PICANTE X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/16NM2mXxE9wmmviLwe2JRjvbOGM1Em8wZ/view,✅ en precios,LINEA GOURMET
1564,SALSA BARBACOA X250 GR - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/1bY8J4X9RrzR-JertLG3b3yZMD7JUkWmK/view,✅ en precios,LINEA GOURMET
1803,SALSA CESAR 250 GR - CASA DE LA TORRE,12 unidades,,https://drive.google.com/file/d/1Pq0cJ-1LSi77WGA6LA0oqOj_yIBOcqdy/view,✅ en precios,LINEA GOURMET
1566,SALSA CHIMICHURRI  X250 GR - CASA DE LA TORRE,12 unidades,,https://drive.google.com/file/d/1g7l76fCsTcA25IDMABNWD2haWKt-v9cS/view,✅ en precios,LINEA GOURMET
1571,SALSA DE SOJA X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/1PAn7aEWgCX6yH7pqg9NMjr3VaqWWthZM/view,✅ en precios,LINEA GOURMET
1572,SALSA INGLESA X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/1HDJpD8B9sGWVFgF4ceE_SwUCfGpcsoi7/view,✅ en precios,LINEA GOURMET
1720,SALSA JALAPEÑO AHUMADA X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/12ILZ8XNqWXJkP3_9pMAB3fhMup_FFwdU/view,✅ en precios,LINEA GOURMET
1573,SALSA JALAPEÑO ROJA X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/1asGGwtSe0cqp2XNIqImcedqdrNWeXWpa/view,✅ en precios,LINEA GOURMET
1683,SALSA JALAPEÑO VERDE X180 CC - ALCARAZ GOURMET,12 unidades,,https://drive.google.com/file/d/1q_Xb0TfIyGC8Fs3kssRQ3E8i4tnHKchE/view,✅ en precios,LINEA GOURMET
1575,SALSA TERIYAKI X250 CC - HASHI,12 unidades,,https://drive.google.com/file/d/1WWLAbPz_UE6xIEQB4dSwtnaR-wwH-cMX/view,✅ en precios,LINEA GOURMET
1576,SALVADO DE AVENA,1 kg,,https://drive.google.com/file/d/1gxl-jXMDRe0kmkcuWjjEXXrheLhg9U6B/view,✅ en precios,HARINAS
1577,SALVADO DE TRIGO GRUESO,1 kg,,https://drive.google.com/file/d/1AbCG045CpwUu-BfOTuehR_qQwmN132vx/view,✅ en precios,HARINAS
1578,SALVIA OFICINAL,1 kg,,https://drive.google.com/file/d/1RBHeg34x3pVw-4zJ2hDS3NssPDfNWUR2/view,✅ en precios,ESPECIAS
1581,SEMILLA DE AMAPOLA,1 kg,,https://drive.google.com/file/d/1VmZLiO-xIzIJJcpeVOJx_sRcZJYq5fDQ/view,✅ en precios,SEMILLAS
1582,SEMILLA DE AMARANTO,1 kg,,https://drive.google.com/file/d/1JFohlL9RQLyNqujV-it2FAN3OD0FABCz/view,✅ en precios,SEMILLAS
1583,SEMILLA DE CHIA NACIONAL,1 kg,,https://drive.google.com/file/d/1ME-FslO5MCT0b8zxrAYYO5qBSABwoups/view,✅ en precios,SEMILLAS
1585,SEMILLA DE GIRASOL,1 kg,,https://drive.google.com/file/d/1Y2JjGos7sMWgM_HE8pv4kckC4Gm2IqOf/view,✅ en precios,SEMILLAS
1586,SEMILLA DE LINO,1 kg,,https://drive.google.com/file/d/14TN7hReQdbtp9qOxRIZDajh3uQjWgeRa/view,✅ en precios,SEMILLAS
1587,SEMILLA DE ZAPALLO PELADO,1 kg,,https://drive.google.com/file/d/1U5Jqu_LvImJMk1FQxUZXFHfBOJTdhqU3/view,✅ en precios,SEMILLAS
2433,SEMILLAS DE HINOJO,1 kg,,https://drive.google.com/file/d/1Q-J9P0hyb1Q5NK7fmVh0yzhgr96_wTFZ/view,✅ en precios,SEMILLAS
1588,SEMOLIN DE TRIGO,1 kg,,https://drive.google.com/file/d/1UtsX5YjWXAu07-Ed6gveeJzohaxkneVS/view,✅ en precios,HARINAS
2036,SEN FOLICULOS,1 kg,,https://drive.google.com/file/d/19T4_7nhaSN6JcAR447q1uvSRrtE5loBM/view,✅ en precios,INFUSIONES Y HIERBAS
2322,SEN HOJAS,1 kg,,https://drive.google.com/file/d/1zoARS7yr2QEKuw66reNksJfVez2hGLzK/view,✅ en precios,INFUSIONES Y HIERBAS
1589,SESAMO BLANCO,1 kg,,https://drive.google.com/file/d/1TJo2uLiPOEgZOATf1wO0JB8z1RnxEHAE/view,✅ en precios,SEMILLAS
1591,SESAMO NEGRO,1 kg,,https://drive.google.com/file/d/1Swj7aBCK-fyxBsGtSTDo_lgi458DsdBK/view,✅ en precios,SEMILLAS
2256,SPIRULINA EN POLVO,1 kg,,https://drive.google.com/file/d/1ktsbe9gmYR1zGy8DuAivVOPRlXLpesy6/view,✅ en precios,SUPLEMENTOS
2178,STEVIA HOJAS,1 kg,,https://drive.google.com/file/d/1yd4cyD-09--TFiv5cH6A5pKpTQjhS8tC/view,✅ en precios,"AZUCAR, CACAO Y REPOSTERIA"
2035,TE DE BURRO,1 kg,,https://drive.google.com/file/d/1RiJGOAj0VKXh4r0dJ_fIwDkjP96BM_Gu/view,✅ en precios,INFUSIONES Y HIERBAS
1618,TE NEGRO,1 kg,,https://drive.google.com/file/d/1dGOBaewCvDdS7hQePJAAS1_3kdO8K0v-/view,✅ en precios,INFUSIONES Y HIERBAS
1619,TE ROJO,1 kg,,https://drive.google.com/file/d/12_ZoGdYCPG1kIPt7Oo0POqHTiytwW_gF/view,✅ en precios,INFUSIONES Y HIERBAS
2048,TE VERDE,1 kg,,https://drive.google.com/file/d/1l7WWaMGL6b7nDuwFaqv24_5PQrOKyDmY/view,✅ en precios,INFUSIONES Y HIERBAS
1621,TEXTURIZADO DE SOJA,1 kg,,https://drive.google.com/file/d/1D_fGjQywNcrZ896fGjFIfLXKj1JpPWF4/view,✅ en precios,HARINAS
2347,TILO EN HOJAS,1 kg,,https://drive.google.com/file/d/1yOXQb7t0d69ngQzo9QPaOE4WK8HJlkIs/view,✅ en precios,INFUSIONES Y HIERBAS
1630,TOMATE CONDIMENTADO X1 KG - VALLE DE LAS REINAS,6 unidades,,https://drive.google.com/file/d/16ZKyNcd8si7dN1PdrgmKfPOvPb2wQSG8/view,✅ en precios,TOMATE TRITURADO
1632,TOMATE SECOS,5 kg,,https://drive.google.com/file/d/10_jDExoNlrLxBgITNPWTHv_6tajstWsy/view,✅ en precios,DESHIDRATADOS
1625,TOMATE TRITURADO 12 X 500 CC - DON FRANCISCO,1 pack,,https://drive.google.com/file/d/19-R8DMiDXgHLFyC3iTJpTo9RsWhJvg5s/view,✅ en precios,TOMATE TRITURADO
1626,TOMATE TRITURADO 8 X 1 KG - DON FRANCISCO,1 pack,,https://drive.google.com/file/d/18UkJBSHjjOhN6JCT4K9NstlgUQLwVxIl/view,✅ en precios,TOMATE TRITURADO
1633,TOMILLO,1 kg,,https://drive.google.com/file/d/1a0m5cEXMmOz7pkmjj4Gyw95hUopWYwxt/view,✅ en precios,ESPECIAS
1634,TRIGO BURGOL,1 kg,,https://drive.google.com/file/d/1bcYWDQeqjGLrFWmRftGMapjTeuJ89R0m/view,✅ en precios,GRANOS Y LEGUMBRES
2379,TRIGO CANDEAL,1 kg,,https://drive.google.com/file/d/1k2lT_oL_YoF81ZC1gvn0mXfkcQurGcKF/view,✅ en precios,GRANOS Y LEGUMBRES
2367,TRIGO SARRACENO PELADO,1 kg,,https://drive.google.com/file/d/1mUfPE1S7xgGq18HrwJEpXdThK7MXlrnY/view,✅ en precios,GRANOS Y LEGUMBRES
1635,TUTUCAS CON AZUCAR,1 kg,,https://drive.google.com/file/d/1hF12REdli5qnypdctorBmKVdPaKIP08A/view,✅ en precios,CEREALES
2175,VALERIANA X10 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/115lp6NWTavctF6OVKOnt9x3yK3IiiUFF/view,✅ en precios,SUPLEMENTOS
1637,VINAGRE DE ALCOHOL X 1 L - CAMINITO,12 unidades,,https://drive.google.com/file/d/1ptZ3fLsM7tCWMSAydBBK--WkVZ2mdals/view,✅ en precios,ACEITES Y VINAGRES
1638,VINAGRE DE MANZANA X1 L - CAMINITO,12 unidades,,https://drive.google.com/file/d/1Fs4XLnu7JdWHpLsF-6X7zhnfFyVAQp1s/view,✅ en precios,ACEITES Y VINAGRES
1639,VINAGRE DE VINO X1 L - CAMINITO,12 unidades,,https://drive.google.com/file/d/1yHwikOO8DfT2iRsVUjIG1jg68yrIPabq/view,✅ en precios,ACEITES Y VINAGRES
2213,VITAMINA B12 X30 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/11_XAlYVgZM3fumXDJXiSGTq2aGJ9SVYd/view,✅ en precios,SUPLEMENTOS
2311,VITAMINA C X60 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/1NrBm8NMhPYTr-Hb6q8Ve-oEMxPBUb5dr/view,✅ en precios,SUPLEMENTOS
2083,VITAMINA E X10 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/1weRPLU43kGxL6auIAANb-XtdqE7F17Je/view,✅ en precios,SUPLEMENTOS
2033,YERBA DEL PLATERO,1 kg,,https://drive.google.com/file/d/1lmaTBTwKRx4zmpoMnZZGy7w2-O7bR5rB/view,✅ en precios,INFUSIONES Y HIERBAS
2043,YERBA MATE DESPALADA - KALENA,10 kg,,https://drive.google.com/file/d/15EJULhDDOgD32LXhlB-NEZNFxiob_PfO/view,✅ en precios,INFUSIONES Y HIERBAS
1655,ZAPALLO EN ALMIBAR X3.8 KG - MUPAY,2 unidades,,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
1656,ZAPALLO EN ALMIBAR X360 GR - MUPAY,12 unidades,,https://drive.google.com/file/d/1o94OU9WC3fRCpzE3YSs4BGzvAWi8Vd1H/view,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
1657,ZAPALLO EN ALMIBAR X850 GR - MUPAY,12 unidades,,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
2079,ZINC X 30 COMPRIMIDOS - EL NATURALISTA,,,https://drive.google.com/file/d/1aeTTL6PsbNFHvzZWpXgTZ6Y4mb8Hap9C/view,✅ en precios,SUPLEMENTOS
4463,AJO NEGRO,1 KG,,https://drive.google.com/file/d/1lHJ3wzAOnPBQRXp0BF1U4iiSRqkHmQro/view,✅ en precios,DESHIDRATADOS
4464,TOMATES DESECADOS CONDIMENTADOS X330 GR- AGROIANNI,PACK X 12 UND,,https://drive.google.com/file/d/1i9lz84-8WMdnsX_9ddeyBvGMapvnfsxP/view,✅ en precios,ENCURTIDOS
5044,MANZANILLA IMPORTADA,,,https://drive.google.com/file/d/1L6DE-kS8DdyzVqNfsNGErBmOR4jwCai9/view,❌ no está en precios,
1636,TUTUCAS SIN AZUCAR X KG,5 kg,,https://drive.google.com/file/d/1ssnRXWRHhOyxkgKCyeSYK4o-f34Shh0d/view,✅ en precios,CEREALES
