nombre,cantidades,info,sabores,imagen,mix,Artículo,oferta,Estado,Rubro
SALSA INGLESA X180 CC - ALCARAZ GOURMET,1 UNIDAD,"Salsa líquida de sabor umami, ácido y especiado, ideal para marinadas, carnes y cócteles. Se utiliza en pequeñas cantidades y puede contener bastante sodio.",,https://drive.google.com/file/d/1MzTytsrBpb7g-pTnAQPzS9EvnSzmI_5k/view,,2502,,✅ en precios,LINEA GOURMET
SALSA JALAPEÑO ROJA X180 CC - ALCARAZ GOURMET,1 UNIDAD,"Salsa de sabor intenso pensada para acompañar, marinar o terminar distintas preparaciones. La composición, el sodio y los azúcares dependen de la receta indicada en la etiqueta.",,https://drive.google.com/file/d/1asGGwtSe0cqp2XNIqImcedqdrNWeXWpa/view,,1573,,✅ en precios,LINEA GOURMET
SALSA JALAPEÑO VERDE X180 CC - ALCARAZ GOURMET,1 UNIDAD,"Salsa de sabor intenso pensada para acompañar, marinar o terminar distintas preparaciones. La composición, el sodio y los azúcares dependen de la receta indicada en la etiqueta.",,https://drive.google.com/file/d/1q_Xb0TfIyGC8Fs3kssRQ3E8i4tnHKchE/view,,1683,,✅ en precios,LINEA GOURMET
SALSA SOJA X1 L - FUMEIGA,1 UNIDAD,"Salsa fermentada de sabor salado y umami, ideal para marinadas, arroces y salteados. Aporta profundidad, color y un toque oriental a carnes, vegetales y fideos.",,https://drive.google.com/file/d/1qQsHGWKKEjSAWNU7GUaTFoQHX5ykncDo/view,,1574,,✅ en precios,LINEA GOURMET
SALSA TAHINE - ALCARAZ GOURMET,1 UNIDAD,"Pasta cremosa de sésamo, ideal para hummus, aderezos y salsas. Aporta grasas insaturadas, proteína vegetal, calcio y otros minerales; la composición puede incluir sal u otros ingredientes.",,https://drive.google.com/file/d/1l1OFPfs_09cJw2hhDWFGtHMCHGDsFZIc/view,,2144,,✅ en precios,LINEA GOURMET
SALSA TERIYAKI X250 CC - HASHI,1 UNIDAD,"Salsa agridulce de perfil umami, ideal para glasear, marinar y saltear. Puede aportar azúcares y una cantidad importante de sodio, por lo que suele utilizarse en porciones pequeñas.",,https://drive.google.com/file/d/1WWLAbPz_UE6xIEQB4dSwtnaR-wwH-cMX/view,,1575,,✅ en precios,LINEA GOURMET
ZAPALLO EN ALMIBAR X360 GR - MUPAY,1 UNIDAD,"Zapallo en almíbar de textura firme y sabor dulce, ideal como postre o para acompañar quesos. Aporta hidratos de carbono y algo de fibra; el almíbar incrementa el contenido de azúcares.",,https://drive.google.com/file/d/1o94OU9WC3fRCpzE3YSs4BGzvAWi8Vd1H/view,,1656,,✅ en precios,LINEA GOURMET
MANTECA CLARIFICADA GHEE X370 GR - ENTRENUTS,1 UNIDAD,"Manteca clarificada de sabor suave y excelente estabilidad para cocinar, saltear o untar. Su textura y aroma aportan un acabado dorado y sabroso a recetas dulces y saladas.",,https://drive.google.com/file/d/1Z8F8Q8Aft9HCPjnD_sSqR3D0nIrKXuN9/view,,2269,,✅ en precios,MANTECAS Y PASTAS
MANTECA CLARIFICADA X150 GR - ENTRENUTS,1 UNIDAD,"Manteca clarificada de sabor suave y excelente estabilidad para cocinar, saltear o untar. Su textura y aroma aportan un acabado dorado y sabroso a recetas dulces y saladas.",,https://drive.google.com/file/d/1w8hR54csNhPAI36VqPAfezkZlZUI6VUH/view,,5021,,✅ en precios,MANTECAS Y PASTAS
MANTEQUILLA DE MANI PROTEICA X370 GR - ENTRENUTS,1 UNIDAD,"Pasta de maní de textura cremosa y sabor tostado, formulada con un aporte proteico adicional. Aporta grasas mayormente insaturadas, proteína vegetal y fibra, ideal para desayunos y colaciones.",COOKIE AND CREAM/SALTED CARAMEL,https://drive.google.com/file/d/16hkt3PrjxI_ptuIy9o8XXnKJZdeYn_bc/view,,5012,,✅ en precios,MANTECAS Y PASTAS
MANTEQUILLA DE MANI X 370 GR - ENTRENUTS,1 UNIDAD,"Pasta de maní de textura cremosa y sabor tostado, ideal para tostadas, frutas, licuados y repostería. Aporta proteína vegetal, grasas mayormente insaturadas, fibra, magnesio y vitamina E.",,https://drive.google.com/file/d/1qZh_OzE6KEBPY-1IeONmJnUF5PksSrSg/view,,1383,,✅ en precios,MANTECAS Y PASTAS
ACEITERO SPRAY X 100 ML,1 UNIDAD,"Rociador reutilizable diseñado para distribuir aceite de manera fina y uniforme. Facilita controlar la cantidad utilizada al cocinar, condimentar o preparar moldes.",,https://drive.google.com/file/d/14hUmwVfVltOyHhOTEDnkOnzCx3muWmZK/view,,2501,,❌ no está en precios,
ACEITERO SPRAY X 200 ML,1 UNIDAD,"Rociador reutilizable diseñado para distribuir aceite de manera fina y uniforme. Facilita controlar la cantidad utilizada al cocinar, condimentar o preparar moldes.",,https://drive.google.com/file/d/1BmbRO-PstyqdU8C4MgNANoGIWNgEzw5Q/view,,2006,,❌ no está en precios,
ACONDICIONADOR DE ROMERO Y ALOE VERA X300 CC - EL AMAUTA,1 UNIDAD,"Acondicionador para el cuidado diario del cabello, formulado con ingredientes de origen vegetal. Aplicar de medios a puntas y enjuagar; la composición completa figura en la etiqueta.",,https://drive.google.com/file/d/1XdSD5CeEunJ6fWqkyQyqFcORF4qwBhV8/view,,5006,,✅ en precios,PALADEAR HOME
ACONDICIONADOR SOLIDO,1 UNIDAD,"Acondicionador sólido para el cuidado del cabello, práctico y sin envase plástico convencional. Humedecer, aplicar de medios a puntas y enjuagar según las indicaciones.",,https://drive.google.com/file/d/19yRqPJjRJ0peqW3ZD4sfNtNbpadmOxZp/view,,5026,,✅ en precios,PALADEAR HOME
BOMBITA DEFUMACION X4 UNIDADES - SAGRADA MADRE,1 UNIDAD,"Bombitas aromáticas para sahumar ambientes, presentadas en unidades listas para encender. Utilizar sobre una superficie resistente al calor, con buena ventilación y lejos de niños, mascotas y materiales inflamables.",7 ELEMENTOS PUROS/ABRE CAMINOS/ARMONIZACION/ATRAE DINERO/LIBERACION/PALO SANT,https://drive.google.com/file/d/1Gcm4-suIzUpWttZ1G2w5nWgLppeLzbhp/view,,2328,,✅ en precios,PALADEAR HOME
BOX 1 ,1 UNIDAD,"Selección de productos presentada en un formato listo para regalar. Una propuesta práctica y cuidada para sorprender, compartir o disfrutar una experiencia Paladear.",,https://drive.google.com/file/d/19L10Xn1d1-HVnGsrzOPxfvrAl3iQp3GI/view,,4800,,❌ no está en precios,
BOX 2,1 UNIDAD,"Selección de productos presentada en un formato listo para regalar. Una propuesta práctica y cuidada para sorprender, compartir o disfrutar una experiencia Paladear.",,https://drive.google.com/file/d/13YAEf-xRatYypkXwerKhEz6_xm_j04ng/view,,4801,,❌ no está en precios,
CEPILLO DENTAL SRISRI,1 UNIDAD,"Cepillo dental para la higiene diaria, diseñado para acompañar la limpieza de dientes y encías. Cambiarlo cuando las cerdas se deformen o aproximadamente cada tres meses.",ADULTO CERDAS SUAVE / NIÑOS,https://drive.google.com/file/d/1lZd0NB7FBnG-iK6Jt0oga_aILiGa8ix4/view,,4458,,✅ en precios,PALADEAR HOME
CUENCOS DE CERÁMICA,1 UNIDAD,"Cuenco de cerámica para servir alimentos, snacks o ingredientes. Su terminación artesanal puede presentar leves variaciones de forma y color.",,https://drive.google.com/file/d/1NeMXN7FcJ6WEo-DXvDs6Vf_nI4kL2WJf/view,,2292,,✅ en precios,PALADEAR HOME
DELANTAL JEAN,1 UNIDAD,Delantal resistente y funcional para proteger la ropa durante la cocina o tareas cotidianas. Su material ofrece una combinación de comodidad y durabilidad.,,https://drive.google.com/file/d/1t-VCeyq9cwZqtv5br5_gUUqyS1A_FTYU/view,,2126,,✅ en precios,PALADEAR HOME
DELANTAL LINO ,1 UNIDAD,Delantal resistente y funcional para proteger la ropa durante la cocina o tareas cotidianas. Su material ofrece una combinación de comodidad y durabilidad.,,https://drive.google.com/file/d/1Is57ZjqA00Snc2m4IkC1kD7_lgKiDi5N/view,,1003,,✅ en precios,PALADEAR HOME
DESODORANTE NATURAL - EL AMAUTA,1 UNIDAD,Desodorante de uso corporal formulado con ingredientes de origen natural. Su presentación práctica acompaña la rutina diaria con una sensación fresca y agradable.,,https://drive.google.com/file/d/1zPOVL2bYGytFTcAWGypf8AV3GOzLWyrf/view,,5009,,✅ en precios,PALADEAR HOME
DIFUSOR X125 ML - ILUMINARTE,1 UNIDAD,Difusor aromático para perfumar ambientes de forma gradual mediante varillas. Girarlas periódicamente para intensificar el aroma y mantener el líquido lejos del calor y de superficies delicadas.,ANGEL BABY/CONY/DULCE VAINILLA/GRANADA MEDITERRANEA/LAVANDAS DEL VALLE/PAPAYA TROPICAL/TUTTI FRUTTI,https://drive.google.com/file/d/1ANlC6yXRw7ddgx12pKu7OBeNdAmYnZTk/view,,2400,,✅ en precios,PALADEAR HOME
FRASCO VIDRIO,1 UNIDAD,Frasco de vidrio reutilizable para almacenar alimentos secos y organizar la cocina. Su diseño transparente permite ver el contenido y aporta una presentación limpia y ordenada.,,https://drive.google.com/file/d/1PEr5eayvQXE0NmffpTliUQoAs0frtoby/view,,5014,,✅ en precios,PALADEAR HOME
INFUSOR PINZA ,1 UNIDAD,"Infusor tipo pinza, práctico para preparar té en hebras y mezclas de hierbas directamente en la taza. Su formato facilita cargar, infusionar y retirar las hebras con comodidad.",,https://drive.google.com/file/d/1z1OR-Z16132CoriSf5fzIAiB8AsVEGxn/view,,2012,,✅ en precios,PALADEAR HOME
JABON DE JARILLA Y GLICERINA - EL AMAUTA,1 UNIDAD,"Jabón sólido elaborado con una base de glicerina e ingredientes vegetales. Limpia de manera agradable y deja una sensación suave, con el carácter herbal de la jarilla.",,https://drive.google.com/file/d/1LvCRjMEohdckGHCArWRV1W0wFWnIF7yf/view,,5008,,✅ en precios,PALADEAR HOME
JABON LIQUIDO DE ROSA MOSQUETA - EL AMAUTA,1 UNIDAD,Jabón líquido formulado con ingredientes de origen vegetal y rosa mosqueta. Su textura agradable acompaña la limpieza cotidiana de manos y cuerpo.,,https://drive.google.com/file/d/1JoSnbx5YWD_s2u1fhkF641m7GwYjWM-c/view,,5007,,✅ en precios,PALADEAR HOME
MANTELITOS ARTESANALES ,1 UNIDAD,Mantel individual artesanal pensado para proteger y decorar la mesa. Las piezas pueden presentar pequeñas variaciones propias de su elaboración.,,https://drive.google.com/file/d/1ZLmUTVng-qZrie2Klso2rEPqKML5Q2nW/view,,2307,,✅ en precios,PALADEAR HOME
MOLINILLO CAFE DE CERAMICA ,1 UNIDAD,Molinillo manual para moler café al momento y conservar mejor su aroma. Permite ajustar la molienda según el método de preparación.,,https://drive.google.com/file/d/1HHW46xXPrD8HlUNKo-JCHVxFCFIXfDN4/view,,2011,,✅ en precios,PALADEAR HOME
MOLINILLO DE ACERO INOXIDABLE,1 UNIDAD,Molinillo de acero inoxidable para triturar especias o granos de manera práctica. Limpiar y secar bien después de cada uso para conservar el mecanismo.,,https://drive.google.com/file/d/1C8e0e0MOdDdomlwYOziw9x67D2Om3VYg/view,,2250,,✅ en precios,PALADEAR HOME
PALO SANTO X30 GR,1 UNIDAD,"Madera aromática utilizada para sahumar ambientes. Encender brevemente, apagar la llama y dejar que el humo se disperse con ventilación, siempre sobre una base resistente al calor.",,https://drive.google.com/file/d/1pXYuQHe6z_LUN5zlZmJi5T4B43GJeyBr/view,,2421,,✅ en precios,PALADEAR HOME
PASTA DENTAL X 100 - SRISRI,1 UNIDAD,Pasta dental pensada para acompañar la higiene bucal diaria. Su formato práctico se integra fácilmente al cepillado cotidiano y deja una agradable sensación de limpieza.,CUIDADO TOTAL (VERDE)/ULTRA BLANQUEADOR (NARANJA)/ENCIAS SANAS (VIOLETA),https://drive.google.com/file/d/1G-VYtQOioWEmhV_4J9XhfHU2ifbGLGfK/view,,4457,,✅ en precios,PALADEAR HOME
PRENSA FRANCESA 600ml,1 UNIDAD,Cafetera de émbolo para preparar café o infusiones por inmersión. Permite controlar el tiempo de extracción y separar el líquido sin filtros descartables.,,https://drive.google.com/file/d/11YbLSP30Pjx-AjkuyeKudrhDS42PTnqw/view,,2496,,✅ en precios,PALADEAR HOME
SAHUMEADOR CHICO CEMENTO,1 UNIDAD,"Recipiente diseñado para quemar sahumerios o elementos aromáticos de forma contenida. Colocarlo sobre una superficie estable y resistente al calor, lejos de materiales inflamables.",,https://drive.google.com/file/d/1no_fcO4GbwJjtlDQvXrdUgIuDK0n6xg5/view,,2071,,✅ en precios,PALADEAR HOME
SAHUMEADOR GRANDE COLOR,1 UNIDAD,"Recipiente diseñado para quemar sahumerios o elementos aromáticos de forma contenida. Colocarlo sobre una superficie estable y resistente al calor, lejos de materiales inflamables.",,https://drive.google.com/file/d/1ev3_yitBfY5BWmRO905-ZZRUuWTzahSa/view,,2070,,✅ en precios,PALADEAR HOME
SAHUMERIO MOMENTOS X5 - AROMANZA,1 UNIDAD,"Producto aromático para sahumar y perfumar ambientes. Utilizar con ventilación, sobre una base resistente al calor y lejos de niños, mascotas y materiales inflamables.",ABUNDANCIA/BIENESTAR/DULZURA/FELICIDAD/MEDITACION/PASION/PAZ Y AMOR,https://drive.google.com/file/d/1PXoT88M5RRU9xj_Kf2-gYBecsfPw7DyY/view,,2065,,✅ en precios,PALADEAR HOME
SAHUMERIO TIBETANO X8 - AROMANZA,1 UNIDAD,"Producto aromático para sahumar y perfumar ambientes. Utilizar con ventilación, sobre una base resistente al calor y lejos de niños, mascotas y materiales inflamables.",BERRY KISS/CANELA MISTICA/FRUTOS ROJOS/MANZANA CANELA/NARANJA PIMIENTA/VIOLETAS DE PERSIA/WANAMA COCO,https://drive.google.com/file/d/1EpFFWpbrBv_qfhYT3RdVFCgpjOq_EVMa/view,,2066,,✅ en precios,PALADEAR HOME
SAHUMERIOS CON PORTASAHUMERIO - AROMANZA,1 UNIDAD,"Producto aromático para sahumar y perfumar ambientes. Utilizar con ventilación, sobre una base resistente al calor y lejos de niños, mascotas y materiales inflamables.",,https://drive.google.com/file/d/1lGK7JxIK2gLYlBqHMPo5lx-PeNZQvHN8/view,,2329,,✅ en precios,PALADEAR HOME
SAHUMO DE LIMPIEZA ENERGENTICA - SAGRADA MADRE,1 UNIDAD,"Producto aromático para sahumar y perfumar ambientes. Utilizar con ventilación, sobre una base resistente al calor y lejos de niños, mascotas y materiales inflamables.",,https://drive.google.com/file/d/1rHWYRHmjrRZe7nrMGDC7PCBOKSfGhGpa/view,,2064,,✅ en precios,PALADEAR HOME
SALERO - PIMENTERO,1 UNIDAD,Juego de recipientes para servir y conservar sal y pimienta de forma práctica. Su diseño organiza la mesa y permite tener los condimentos siempre a mano.,,https://drive.google.com/file/d/1MOM_LD8-OePvQJER2T9KlfBym8pGYUZx/view,,2419,,✅ en precios,PALADEAR HOME
SHAMPOO DE ROMERO Y ALOE VERA X300 CC - EL AMAUTA,1 UNIDAD,"Shampoo líquido formulado con romero, aloe vera e ingredientes de origen vegetal. Limpia el cabello y deja una sensación fresca, suave y agradable.",,https://drive.google.com/file/d/1rprbHGL6Ltlrs5d8QBDiDxYJrSuNxuuU/view,,5005,,✅ en precios,PALADEAR HOME
SHAMPOO SOLIDO,1 UNIDAD,"Shampoo sólido de uso capilar, práctico y de bajo volumen de envase. Frotar sobre el cabello húmedo o entre las manos, masajear y enjuagar.",,https://drive.google.com/file/d/1YYOo7zYMfBt93n6lZ7QfYvd7JQgwNt6t/view,,5025,,✅ en precios,PALADEAR HOME
TETERA CUADRADA 550 ML,1 UNIDAD,"Tetera diseñada para preparar y servir infusiones con comodidad. Su formato combina funcionalidad y presencia, ideal para disfrutar y compartir una buena taza.",,https://drive.google.com/file/d/1VOYdFtR53oPiO1To_c0c_KtGlmdamWZM/view,,2457,,✅ en precios,PALADEAR HOME
TETERA CUADRADA 950 ML,1 UNIDAD,"Tetera diseñada para preparar y servir infusiones con comodidad. Su formato combina funcionalidad y presencia, ideal para disfrutar y compartir una buena taza.",,https://drive.google.com/file/d/1JdKKXZoAGPZ0rIDLpOc2G9sfs7nAUUIX/view,,2458,,✅ en precios,PALADEAR HOME
VELA EN LATA MANDALA CHICA,1 UNIDAD,"Vela decorativa y aromática pensada para ambientar espacios con calidez y estilo. Encender sobre una superficie estable y resistente al calor, siempre bajo supervisión.",,https://drive.google.com/file/d/1dOVl95_PeEs-gJVdf28DGysIz4uxS7sq/view,,2516,,❌ no está en precios,
VELON BURBUJA,1 UNIDAD,"Vela decorativa y aromática pensada para ambientar espacios con calidez y estilo. Encender sobre una superficie estable y resistente al calor, siempre bajo supervisión.",,https://drive.google.com/file/d/1xqgExzcORnGWtGy1IewNZMeLYgZCUsS3/view,,2405,,✅ en precios,PALADEAR HOME
ARANDANOS CONGELADOS X1 KG,1 UNIDAD,"Arándanos congelados de sabor agridulce, prácticos para licuados, yogures y repostería. Aportan fibra, vitamina C y pigmentos antioxidantes naturales.",,https://drive.google.com/file/d/1e8Ghja1stntwUOQlf0XnmXrD3JPb4Kmb/view,,1126,,✅ en precios,PRODUCTOS CONGELADOS
CALDO DE HUESO - MEDICINA ANCESTRAL,1 UNIDAD,"Caldo concentrado de cocción prolongada, de sabor profundo y textura que puede gelificar en frío. Puede aportar proteínas y minerales en cantidades variables; el sodio depende de la receta.",,https://drive.google.com/file/d/1_a6h0Z2Y7HjndJ8aJ9-Yq9lu_mk1MPCI/view,,2278,,✅ en precios,PRODUCTOS CONGELADOS
CHIPA X480 GR - AFG,1 UNIDAD,"Panificado de textura tierna y elástica, pensado para hornear y servir caliente. Aporta principalmente hidratos de carbono y grasas; puede contener lácteos y huevo según la formulación.",,https://drive.google.com/file/d/1WzxWKPwQ4sDgXNvX1seiuDy3UJyUaVEc/view,,2517,,✅ en precios,PRODUCTOS CONGELADOS
FRAMBUESAS CONGELADAS X1 KG,1 UNIDAD,"Frambuesas congeladas de sabor ácido y aroma intenso, ideales para licuados, postres y salsas. Aportan fibra, vitamina C y pigmentos antioxidantes naturales.",,https://drive.google.com/file/d/1PBBIHI6f7ZLYv9ECmE_z5Sq92vhxLAZ8/view,,2470,,✅ en precios,PRODUCTOS CONGELADOS
MANGO EN TROZOS CONGELADOS  X 1 KG,1 UNIDAD,"Mango congelado en trozos, de sabor dulce y textura jugosa, ideal para licuados, postres y bowls. Aporta hidratos de carbono, fibra, vitamina C y carotenoides.",,https://drive.google.com/file/d/1qof6j0ykChEMsYce_dFZTB8LJ2T2scHL/view,,2317,,✅ en precios,PRODUCTOS CONGELADOS
MARACUYA CONGELADO X 1 KG,1 UNIDAD,"Pulpa de maracuyá congelada de sabor ácido y aroma tropical, ideal para jugos, postres y salsas. Aporta fibra, vitamina C y compuestos vegetales en cantidades variables.",,https://drive.google.com/file/d/16n7gYPIiVqSYmwGGWXO3XQgVCTgQMYOj/view,,2186,,✅ en precios,PRODUCTOS CONGELADOS
MEDALLONES VEGETARIANOS - KISLEV,1 UNIDAD,"Medallones vegetales prácticos para cocinar a la plancha, al horno o en sartén. Una opción sabrosa y versátil para resolver almuerzos y cenas, ideal con ensaladas, panes o vegetales.",Soja y provenzal / Garbanzo / Lenteja y zanahoria / Humita / Soja y espinaca / Arveja y cebolla,https://drive.google.com/file/d/1B7D1V2lysBs1bZh4OfB5qDTlTFGdmwNg/view,,2057,,✅ en precios,PRODUCTOS CONGELADOS
MIX FRUTOS ROJOS CONGELADOS X 1 KG,1 UNIDAD,"Mix de Frutillas, Arandanos y Moras congeladas. ",,https://drive.google.com/file/d/1VJuWIaKiV1W3Km9r-kL2_iLqixft1z1s/view,,2176,,✅ en precios,PRODUCTOS CONGELADOS
PIÑA CONGELADA X 1 KG,1 UNIDAD,"Piña congelada de sabor dulce y ácido, ideal para licuados, postres y preparaciones agridulces. Aporta hidratos de carbono, fibra, vitamina C y manganeso.",,https://drive.google.com/file/d/1pV-eA0YpggEmDx9xGAEevWHqZyCaceK8/view,,1520,,✅ en precios,PRODUCTOS CONGELADOS
TOFU ORGANICO 350 GR - SOYANA,1 UNIDAD,"Alimento de soja de sabor suave y textura firme, ideal para salteados, marinadas y preparaciones vegetales. Aporta proteína vegetal, grasas insaturadas y minerales en cantidades que dependen del proceso de elaboración.",,https://drive.google.com/file/d/1HkJPoQjOkzdDEaWYkhpMSF-GwWVKQI60/view,,2327,,❌ no está en precios,
YOGURT ANANA X1 L - YOGURLAC,1 UNIDAD,"Yogur saborizado de textura cremosa, práctico para desayunos y colaciones. Aporta proteína, calcio y cultivos lácticos, con un perfil frutal fresco y agradable.",,https://drive.google.com/file/d/1L6coloeF1-2zDq4b27zPmCTTVXPtLJVV/view,,1879,,✅ en precios,PRODUCTOS DE FRIO
YOGURT CON COLCHON DE FRUTAS X160 - YOGURLAC,1 UNIDAD,"Yogur saborizado de textura cremosa, práctico para desayunos y colaciones. Aporta proteína, calcio y cultivos lácticos, con un perfil frutal fresco y agradable.",,https://drive.google.com/file/d/1PFlV0NsG3YVxDPVF7HUEl1x34SU8eVSI/view,,2024,,❌ no está en precios,
YOGURT DURAZNO X1 L - YOGURLAC,1 UNIDAD,"Yogur saborizado de textura cremosa, práctico para desayunos y colaciones. Aporta proteína, calcio y cultivos lácticos, con un perfil frutal fresco y agradable.",,https://drive.google.com/file/d/1EWWPP7x8SUFJ8yR_tk9QDhRpRKU6och-/view,,1812,,✅ en precios,PRODUCTOS DE FRIO
YOGURT FRUTILLA X1 L - YOGURLAC,1 UNIDAD,"Yogur saborizado de textura cremosa, práctico para desayunos y colaciones. Aporta proteína, calcio y cultivos lácticos, con un perfil frutal fresco y agradable.",,https://drive.google.com/file/d/1ObMzOZYegrCtbKMYTSyhdT21L46YPUim/view,,1811,,✅ en precios,PRODUCTOS DE FRIO
YOGURT NATURAL AZUCARADO X1 L - YOGURLAC,1 UNIDAD,"Yogur natural de textura cremosa y sabor suave. Aporta proteína, calcio y cultivos lácticos; el contenido de azúcar depende de la formulación.",,https://drive.google.com/file/d/1tntexNF7KmllWMy6boAcMTkFVN0vC4PC/view,,1809,,✅ en precios,PRODUCTOS DE FRIO
YOGURT NATURAL SIN AZUCAR X1 L - YOGURLAC,1 UNIDAD,"Yogur natural de sabor levemente ácido y textura cremosa, sin azúcar agregada según su denominación. Aporta proteína, calcio y cultivos lácticos; contiene los azúcares propios de la leche.",,https://drive.google.com/file/d/1WHsIubNEGfZH0pkrpRAQdc2bGfW-vivv/view,,1810,,✅ en precios,PRODUCTOS DE FRIO
YOGURT PROTEICO X1 L - YOGURLAC,1 UNIDAD,Yogur de textura cremosa formulado con mayor aporte de proteína. También puede aportar calcio y cultivos lácticos; azúcares y valores exactos dependen de la formulación.,,https://drive.google.com/file/d/1uWGXEjmV0Kc7ZMyJpNNRiE5KqGo1asEf/view,,1795,,✅ en precios,PRODUCTOS DE FRIO
ALFAJORES DE MAICENA SIN GLUTEN X6 UNIDADES,1 UNIDAD,"Alfajores de maicena con relleno dulce, elaborados sin gluten. Su textura suave y delicada los convierte en una opción irresistible para acompañar el café, el mate o una merienda.",,https://drive.google.com/file/d/17DRY13kFAmNeyn8buQBUdcMBtiM8sJhb/view,,2027,,✅ en precios,PRODUCTOS SIN TACC
AVENA SIN GLUTEN 400 GR - BIO,1 UNIDAD,"Avena certificada sin gluten, ideal para desayunos, granolas y repostería. Aporta hidratos de carbono complejos, fibra soluble y proteína vegetal, con la misma versatilidad de la avena tradicional.",,https://drive.google.com/file/d/1VVBGz9tYtvkFt5YfsrR-NhdWsaAiHHIv/view,,2509,,❌ no está en precios,
BARRA DE ARROZ - CROWIE,1 UNIDAD,"Barra crocante a base de arroz, práctica para una colación. Aporta principalmente hidratos de carbono; azúcares, grasas y alérgenos dependen de la variedad.",Chocolate Negro/Chocolate Blanco/Marroc/Limón/Frutilla//Coco,https://drive.google.com/file/d/10wGpltOzuQiBJOf4wuxAdQyi7YXku8FT/view,,2103,,✅ en precios,PRODUCTOS SIN TACC
CHIPS SALADOS X80 GR - NUESTROS SABORES,1 UNIDAD,Snack salado y crocante elaborado sin gluten según su denominación. Aporta principalmente hidratos de carbono y grasas; el sodio y los ingredientes dependen de la formulación.,BATATA CON SAL MARINA/BATATA Y REMOLACHA/BATATA CON MERKEN/PAPAS CON SAL MARINA/PAPAS CON PIMIENTA Y SAL MARINA/MANDIOCA CON SAL MARINA,https://drive.google.com/file/d/1uBDvIEfAzu1VpjIV2mDnrRlOgS4924uE/view,,5013,,✅ en precios,PRODUCTOS SIN TACC
DULCE BATATA SIN AZUCAR X400 GR - ORIETA,1 UNIDAD,"Dulce de batata de textura firme y sabor suave, elaborado sin azúcar agregada. Ideal para postres, rellenos y combinaciones con queso, con el dulzor propio de la fruta.",,https://drive.google.com/file/d/1RbjjqLrmtLjhpbsYusDczai4yf-tlhRp/view,,2511,,❌ no está en precios,
DULCE DE MEMBRILLO SIN AZUCAR X400 GR - ORIETA,1 UNIDAD,"Dulce de membrillo de textura firme y sabor frutado, elaborado sin azúcar agregada. Ideal para postres, rellenos y combinaciones con queso, con el carácter clásico del membrillo.",,https://drive.google.com/file/d/1-mbyeZy5o_WZhUb5i9Kc0CI6fhlPYsza/view,,2512,,✅ en precios,PRODUCTOS SIN TACC
FIDEOS DE ARROZ VERDURA X280 GR - PARTY BECK,1 UNIDAD,"Fideos a base de arroz, de sabor neutro y cocción rápida, ideales para salteados, sopas y ensaladas. Su textura liviana absorbe muy bien salsas y condimentos.",ESPINACA/MORRON,https://drive.google.com/file/d/1ukQJs18e4MG4SOfYFg47ZnaZS_uyWJ4C/view,,1685,,✅ en precios,PRODUCTOS SIN TACC
FIDEOS DE ARROZ X280 GR - PARTY BECK,1 UNIDAD,"Fideos a base de arroz, de sabor neutro y cocción rápida, ideales para salteados, sopas y ensaladas. Su textura liviana absorbe muy bien salsas y condimentos.",,https://drive.google.com/file/d/19-Ec5zwxEjtfD53J7YQmvKZcpj2LP4D_/view,,1863,,✅ en precios,PRODUCTOS SIN TACC
GALLETAS DE ARROZ - DOS HERMANOS,1 UNIDAD,"Producto crocante elaborado sin gluten, práctico para desayunos, meriendas y colaciones. Su textura liviana combina muy bien con untables, quesos, dulces o acompañamientos salados.",SIN SAL/CON SAL,https://drive.google.com/file/d/1amGSxuQqZLZaffr0bmcOootGeGZbBSDe/view,,2111,,✅ en precios,PRODUCTOS SIN TACC
GALLETAS SIN TACC  X150 GR - DELICEL,1 UNIDAD,"Producto crocante elaborado sin gluten, práctico para desayunos, meriendas y colaciones. Su textura liviana combina muy bien con untables, quesos, dulces o acompañamientos salados.",PEPAS/CHIPS DE CHOCOLATE/NARANJA/CHOCOLATE/LIMON/COCO/BIZCOCHOS SALADOS,https://drive.google.com/file/d/1RNYHWlRD2WlV38DPdqyNn6kZfaWJ5HNH/view,,2354,,✅ en precios,PRODUCTOS SIN TACC
GALLETAS SIN TACC CASERAS,100G/250G/1KG,"Producto crocante elaborado sin gluten, práctico para desayunos, meriendas y colaciones. Su textura liviana combina muy bien con untables, quesos, dulces o acompañamientos salados.",PASAS Y MANI CON STEVIA/CHIPS DE CHOCO CON AZUCAR,https://drive.google.com/file/d/1dWE8I-pP_tKjgiRouHXj8VT2FMtQlZot/view,,2280,,✅ en precios,PRODUCTOS SIN TACC
POLVO PARA HORENAR X250 GR SIN TACC - DICOMERE,1 UNIDAD,"Agente leudante certificado sin gluten según su denominación, útil para dar volumen a tortas, muffins y panes rápidos. Se utiliza en pequeñas cantidades y puede aportar sodio.",,https://drive.google.com/file/d/1QtN7qh3sN21jW-imHz_bxDFbRiCGzMfD/view,,2410,,✅ en precios,PRODUCTOS SIN TACC
